,instruction,input,output,predict
354,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'ipod touch 4 fitted case tasty cakes pink', 'category': 'mp3 accessories', 'brand': 'speck', 'modelno': 'spk-a0405', 'price': 0.0, 'subcategory': 'Fitted Cases', 'key_features': ['Durable Material', 'Easy Installation', 'Stylish Design'], 'sku': 'TC-IPT4-PINK', 'color': 'Pink'}""

Entity 2:""{'title': 'case ipod touch 4 soft gloss pink', 'category': 'mp3 player accessories', 'brand': 'unknown', 'modelno': '', 'price': '', 'subcategory': 'iPod Touch 4 Cases', 'key_features': 'Soft touch, glossy finish, lightweight', 'sku': '', 'color': 'Pink'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
355,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'koss earbud stereophone', 'category': 'electronics - general', 'brand': 'koss', 'modelno': 'ispark', 'price': 30.29, 'subcategory': 'Earbuds', 'key_features': 'In-ear design, comfortable fit', 'sku': 'KOSE101', 'color': 'Black'}""

Entity 2:""{'title': 'koss kdx100chr chrome noise isolation earbud stereophones - chrome', 'category': 'headphones', 'brand': 'koss', 'modelno': 'kdx100', 'price': 32.33, 'subcategory': 'Noise-Isolating Earbuds', 'key_features': 'Chrome finish, noise isolation, in-ear design', 'sku': 'KOSE202', 'color': 'Chrome'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
356,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'smead 5 expansion end tab file pockets w tyvek straight letter manila 10 box', 'category': 'stationery & office machinery', 'brand': '', 'modelno': '75174', 'price': 37.94, 'subcategory': 'file folders', 'key_features': 'expandable file folders, Tyvek material, straight-cut letter-size manila paper', 'sku': 'SME22634', 'color': 'manila'}""

Entity 2:""{'title': 'smead 73502 - expansion drop front file pockets straight tab poly letter green 4 box', 'category': '', 'brand': 'smead', 'modelno': '', 'price': 19.44, 'subcategory': 'File Pockets', 'key_features': 'Expansion, Drop Front, Straight Tab, Poly, Letter, Green, 4-Box', 'sku': 'SMEAD73502', 'color': 'Green'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
357,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'bic great erase grip chisel dry erase marker black 12pk', 'category': 'stationery & office machinery', 'brand': 'bic', 'modelno': 'gdem11-blk', 'price': 16.08, 'subcategory': 'Markers', 'key_features': ['Chisel tip', 'Dry-erase', 'Black color', '12-pack'], 'sku': 'GDEM11-BLK', 'color': 'Black'}""

Entity 2:""{'title': 'bic great erase grip xl dry erase whiteboard markers chisel tip green 12 per box gdem11-gn', 'category': 'computers accessories', 'brand': 'bic', 'modelno': '', 'price': 13.9, 'subcategory': 'Whiteboard Markers', 'key_features': ['Great Erase', 'Grip', 'XL', 'Dry Erase', 'Chisel Tip', 'Green', '12 per box', 'GDEM11-GN'], 'sku': 'BIC-GDEM11-GN', 'color': 'Green'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
358,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'hp 29 black inkjet cartridge 51629a', 'category': 'printers', 'brand': 'hp', 'modelno': '51629a', 'price': 34.97, 'subcategory': 'ink cartridges', 'key_features': ['High-quality printing', 'Long-lasting performance', 'Easy installation'], 'sku': '51629a-hp29', 'color': 'black'}""

Entity 2:""{'title': 'epson t032120 black inkjet cartridge', 'category': 'inkjet printer ink', 'brand': 'epson', 'modelno': 't032120', 'price': 14.2, 'subcategory': 'ink cartridges', 'key_features': ['Black', 'Compatibility', 'Page Yield'], 'sku': 'T032120', 'color': 'Black'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
359,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'wausau paper astrobrights colored paper 24lb 8-1 2 x 11 planetary purple 500 sheets ream', 'category': 'stationery & office machinery', 'brand': 'wausau paper', 'modelno': '22621', 'price': 10.27, 'subcategory': 'Colored Paper', 'key_features': '24lb weight, 8.5 x 11 inches, Planetary Purple color', 'sku': '22621-500', 'color': 'Planetary Purple'}""

Entity 2:""{'title': 'fireworx colored paper 20lb 8-1 2 x 14 bottle rocket blue 500 sheets ream', 'category': 'paper', 'brand': 'boise', 'modelno': '', 'price': 9.93, 'subcategory': 'Colored Paper', 'key_features': '20lb, 8-1, 2 x 14, Bottle Rocket Blue', 'sku': 'BottleRocketBlue', 'color': 'Bottle Rocket Blue'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
360,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'avery laser inkjet mailing labels mini-sheet 1 x 2-5 8 white 200 pack', 'category': 'stationery & office machinery', 'brand': 'avery', 'modelno': '2160', 'price': 7.62, 'subcategory': 'mailing labels', 'key_features': ['1 x 2-5', '8', 'white', '200 pack'], 'sku': '2160', 'color': 'white'}""

Entity 2:""{'title': 'avery mini-sheets laser ink jet labels 2 x 4 inches white 100 per pack 2163', 'category': 'shipping labels', 'brand': 'avery', 'modelno': '02163', 'price': 3.88, 'subcategory': 'shipping labels', 'key_features': ['2 x 4 inches', 'white', '100 per pack', '2163'], 'sku': '02163', 'color': 'white'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
361,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'Corsair Flash Voyager 32GB USB 3.0 Flash Drive', 'category': 'USB Drives', 'brand': 'Corsair', 'modelno': 'CMFVY3-32GB', 'price': 74.88, 'subcategory': 'High-Speed Flash Drives', 'key_features': ['USB 3.0', '32GB Capacity', 'Durable Construction'], 'sku': 'CVY3-32GB-NA', 'color': 'Black'}""

Entity 2:""{'title': 'Corsair Flash Voyager Mini 16 GB USB 2.0 flash drive CMFUSBMINI-16GB', 'category': 'USB flash drives', 'brand': 'Corsair', 'modelno': 'CMFUSBMINI-16GB', 'price': 23.89, 'subcategory': 'Flash Drives', 'key_features': ['16 GB capacity', 'USB 2.0', 'Rugged and compact design'], 'sku': 'CMFUSBMINI-16GB-RED', 'color': 'Red'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
362,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'da-lite da-glas deluxe rear projection screen - 84 x 84 av format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27650', 'price': 4958.99, 'subcategory': 'Rear Projection Screens', 'key_features': ['Deluxe material', 'Improved image quality'], 'sku': 'DA-27650', 'color': 'Glas'}""

Entity 2:""{'title': 'da-lite deluxe model b matte white - projection screen - 72 in', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': 'matte white', 'price': 127.1, 'subcategory': 'Projection Screens', 'key_features': ['72 Inch', 'Matte White Surface', 'Easy Installation'], 'sku': 'DA-MATT-WHITE', 'color': 'White'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
363,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'da-lite da-glas deluxe rear projection screen - 96 x 96 av format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27651', 'price': 6128.99, 'subcategory': 'Rear Projection Screens', 'key_features': ['Deluxe material', 'Improved image quality'], 'sku': 'DA-27651', 'color': 'Glas'}""

Entity 2:""{'title': 'da-lite da-view thru-the-wall rear projection screen - 45 x 80 hdtv format', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': '23065', 'price': 12909.87, 'subcategory': 'Rear Projection Screens', 'key_features': ['Thru-the-wall design', 'Easy installation', 'High definition quality'], 'sku': 'DA-23065', 'color': 'Black'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
364,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'epson t020201 color ink cartridge', 'category': 'printers', 'brand': 'epson', 'modelno': 't020201', 'price': 27.0, 'subcategory': 'Ink Cartridges', 'key_features': 'High Capacity, Easy to Install', 'sku': 'T020201-EP', 'color': 'Tri-Color'}""

Entity 2:""{'title': 'epson s189108 black ink cartridge', 'category': 'inkjet printer ink', 'brand': 'epson', 'modelno': 's189108', 'price': 18.69, 'subcategory': 'ink cartridges', 'key_features': ['black printing', 'compatibility', 'page yield'], 'sku': 'S189108', 'color': 'black'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
365,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27573', 'price': 7452.99, 'subcategory': 'Rear Projection Screens', 'key_features': ['HDTV Format', 'Deluxe Quality'], 'sku': 'DA-27573', 'color': 'Gray'}""

Entity 2:""{'title': 'da-lite da-plex thru-the-wall rear projection screen - 90 x 120 video format', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': '23055', 'price': 12222.0, 'subcategory': 'Rear Projection Screens', 'key_features': ['Thru-The-Wall', '90:1 Aspect Ratio', '120:1 Aspect Ratio'], 'sku': '23055', 'color': 'White'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
366,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'belkin home office series 8-outlet surge protector w coaxial protection', 'category': 'electronics - general', 'brand': 'belkin', 'modelno': 'be108230-06', 'price': 17.88, 'subcategory': 'Power Strips & Surge Protectors', 'key_features': '8-outlet, coaxial protection', 'sku': 'B08081S10823006', 'color': 'Black'}""

Entity 2:""{'title': 'belkin surgecube surge protector 1-outlet home series', 'category': 'surge protectors', 'brand': 'belkin', 'modelno': 'f9h100-cw', 'price': 7.84, 'subcategory': 'Single Outlet Surge Protectors', 'key_features': '1-outlet, home series', 'sku': 'B07F9H100CW', 'color': 'White'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
367,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'da-lite matte white scenic roller manual screen - 15 x 20', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '40320', 'price': 2285.99, 'subcategory': 'Electronics > General', 'key_features': ['Scenic Roller', 'Manual Screen', '15 x 20'], 'sku': '40320', 'color': 'Matte White'}""

Entity 2:""{'title': 'da-lite scenic roller 21 x 28 35 diagonal manually operated roll-up screen matte white fabric', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': '', 'price': 2169.95, 'subcategory': 'Projection Screens', 'key_features': ['Scenic Roller', '21 x 28', '35 Diagonal', 'Manually Operated', 'Roll-up Screen', 'Matte White Fabric'], 'sku': '', 'color': 'Matte White'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
368,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'clickfree c2 500gb usb 3.0 portable external hard drive', 'category': 'hard drives', 'brand': 'clickfree', 'modelno': 'hd527b3', 'price': 84.98, 'subcategory': 'Portable Hard Drives', 'key_features': ['USB 3.0', '500GB storage capacity'], 'sku': 'C2-500GB-HD527B3', 'color': 'Black'}""

Entity 2:""{'title': 'hewlett packard hp portable 1 tb usb 3.0 2.0 external hard drive', 'category': 'external data storage', 'brand': 'hp', 'modelno': 'wdbacz0010bbk-nesn', 'price': 89.99, 'subcategory': 'Portable Hard Drives', 'key_features': ['USB 3.0', 'USB 2.0', '1TB Storage Capacity', 'Backup Software Included'], 'sku': 'WDBACZ0010BBK-NESN', 'color': 'Black'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
369,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'da-lite da-glas standard rear projection screen 81 x 108 video format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27917', 'price': 5391.99, 'subcategory': 'Projection Screens', 'key_features': ['81 x 108 size', 'video format', 'da-glas material'], 'sku': 'DA-27917', 'color': 'Gray'}""

Entity 2:""{'title': 'da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': '', 'price': '', 'subcategory': 'Rear Projection Screens', 'key_features': ['96 x 96 AV Format', 'High Contrast', 'Easy Installation'], 'sku': 'DA-27651', 'color': 'Gray'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
370,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'aurora products elements eco-friendly round ring binder', 'category': 'stationery & office machinery', 'brand': '', 'modelno': '20314', 'price': 5.54, 'subcategory': 'binders', 'key_features': ['eco-friendly', 'round ring', 'durable material'], 'sku': 'AUR20314', 'color': 'black'}""

Entity 2:""{'title': 'new-aurora products 20320 - elements eco-friendly round ring binder 1-1 2 capacity white - aua20320', 'category': 'adapter rings', 'brand': 'aurora', 'modelno': '', 'price': 14.52, 'subcategory': 'Ring Binders', 'key_features': 'Eco-friendly, Round Ring, 1-1/2 Capacity', 'sku': 'AUA20320', 'color': 'White'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
371,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'da-lite da-plex self trimming rear projection screen - 96 x 120 av format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27903', 'price': 7799.99, 'subcategory': 'Rear Projection Screens', 'key_features': ['Self Trimming', 'AV Format'], 'sku': 'DA-PLEX-27903', 'color': 'White'}""

Entity 2:""{'title': 'da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': '', 'price': '', 'subcategory': 'Projection Screens', 'key_features': ['Rear Projection Screen', '72 x 96 Video Format'], 'sku': '27660', 'color': 'Matte White'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
372,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'western digital elements 500gb portable se portable hard drive black', 'category': 'hard drives', 'brand': 'western digital', 'modelno': 'wdbabv5000abk-nesn', 'price': 71.98, 'subcategory': 'Portable Hard Drives', 'key_features': ['USB 3.0', 'Password Protection', 'Shock Resistant'], 'sku': 'WDBABV5000ABK-NESN', 'color': 'Black'}""

Entity 2:""{'title': 'western digital my passport essential 500 gb usb 3.0 2.0 portable external hard drive pacific blue', 'category': 'external hard drives', 'brand': 'western digital', 'modelno': 'wdbacy5000abl-nesn', 'price': 75.98, 'subcategory': 'Portable External Hard Drives', 'key_features': ['USB 3.0', 'USB 2.0', 'Compatibility with Windows and macOS'], 'sku': 'WDBACY5000ABL-NESN', 'color': 'Pacific Blue'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
373,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'koss monaural headset with noise canceling microphone', 'category': 'electronics - general', 'brand': 'koss', 'modelno': 'cs-95', 'price': 11.88, 'subcategory': 'headsets', 'key_features': ['noise canceling', 'monaural'], 'sku': 'KOSS-CS95', 'color': 'black'}""

Entity 2:""{'title': 'sennheiser pc 166 binaural multimedia gaming headset with noise-canceling microphone', 'category': 'headsets microphones', 'brand': 'sennheiser', 'modelno': 'pc 166', 'price': 99.99, 'subcategory': 'gaming headsets', 'key_features': ['binaural', 'multimedia', 'noise-canceling'], 'sku': 'SENNHEISER-PC166', 'color': 'black'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
374,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'seagate freeagent goflex 500gb usb 2.0 ultra-portable hard drive black', 'category': 'hard drives', 'brand': 'seagate', 'modelno': '9zf2a2-570', 'price': 71.07, 'subcategory': 'USB Drives', 'key_features': ['USB 2.0', 'Ultra-portable', '500GB Storage Capacity'], 'sku': 'GOF500GBK', 'color': 'Black'}""

Entity 2:""{'title': 'Seagate FreeAgent GoFlex 500GB USB 2.0 Ultra-Portable External Hard Drive STAA500101 Silver', 'category': 'External Hard Drives', 'brand': 'Seagate', 'modelno': 'STAA500101', 'price': '', 'subcategory': 'Portable External Hard Drives', 'key_features': ['USB 2.0', '500GB Storage Capacity', 'Sleek Design'], 'sku': 'STA500101', 'color': 'Silver'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
375,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'pc treasures clickit classic mouse black', 'category': 'mice', 'brand': 'pc treasures', 'modelno': '07667', 'price': 16.8, 'subcategory': 'basic mice', 'key_features': 'optical sensor, ambidextrous design, scroll wheel', 'sku': 'CTL-07667-BK', 'color': 'black'}""

Entity 2:""{'title': 'pc treasures clickit classic mouse - titanium 07672', 'category': 'mice', 'brand': 'pc treasures', 'modelno': '07672', 'price': 16.95, 'subcategory': 'Wired Mice', 'key_features': 'Optical Sensor, Ambidextrous Design, Multiple Buttons', 'sku': 'CTL0767201', 'color': 'Titanium'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
376,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'da-lite honey maple veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '87184', 'price': 167.99, 'subcategory': 'Electronics > General', 'key_features': 'Manual Screen, Honey Maple Veneer, Model B, Matte White Fabric', 'sku': '87184', 'color': 'Honey Maple'}""

Entity 2:""{'title': 'da-lite manual 64 x 84 diagonal square format office wall screen with cherry veneer case and matte white fabric', 'category': 'projection screens', 'brand': 'da-lite', 'modelno': '', 'price': '', 'subcategory': 'Projection Screens', 'key_features': ['Manual', '64 x 84 Diagonal', 'Square Format', 'Office Wall Screen', 'Cherry Veneer Case', 'Matte White Fabric'], 'sku': '', 'color': 'Cherry'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
377,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{\n  \""title\"": \""case logic 13.3 black neoprene notebook sleeve\"",\n  \""category\"": \""electronics - general\"",\n  \""brand\"": \""case logic\"",\n  \""modelno\"": \""pls-13 black\"",\n  \""price\"": 20.0,\n  \""subcategory\"": \""Neoprene Sleeves\"",\n  \""key_features\"": [\""13.3\\\"" size\"", \""Neoprene material\"", \""Black color\""],\n  \""sku\"": \""PLS-13-BLK\"",\n  \""color\"": \""Black\""\n}\n""

Entity 2:""{'title': 'case logic pls-15 15.4-16 inch neoprene laptop sleeve black', 'category': 'laptop netbook computer accessories', 'brand': 'case logic', 'modelno': 'pls-15 black', 'price': 18.54, 'subcategory': 'Neoprene Sleeves', 'key_features': ['Neoprene material', 'Protective', 'Slim design'], 'sku': 'PLS-15-BLK', 'color': 'Black'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
378,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'Targus Chill Mat Laptop Cooling Stand', 'category': 'Electronics - General', 'brand': 'Targus', 'modelno': 'PA248U2', 'price': 30.44, 'subcategory': 'Laptop Accessories', 'key_features': 'Adjustable height, Non-slip surface, Compatibility', 'sku': 'TG-PA248U2', 'color': 'Black'}""

Entity 2:""{'title': 'Targus Notebook Cooling Chill Mat AWE11US', 'category': 'Cooling Pads', 'brand': 'Targus', 'modelno': 'AWE11US', 'price': 23.2, 'subcategory': 'Laptop Cooling Solutions', 'key_features': 'Passive cooling, Adjustable angle, Compact design', 'sku': 'TG-AWE11US', 'color': 'Silver'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
379,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'panasonic lumix dmc-fh5v 16.1 mp violet digital camera w 4x optical zoom 2.7 lcd display', 'category': 'digital cameras', 'brand': 'panasonic', 'modelno': 'panasonic dmc-fh5v', 'price': 129.0, 'subcategory': 'Compact Digital Cameras', 'key_features': ['16.1 MP', '4x Optical Zoom', '2.7 LCD Display'], 'sku': 'FH5V-VIOLET', 'color': 'Violet'}""

Entity 2:""{'title': 'panasonic lumix dmc-fp7 16.1 mp digital camera with 4x optical image stabilized zoom with 3.5-inch touch-screen lcd blue', 'category': 'point shoot digital cameras', 'brand': 'panasonic', 'modelno': 'dmc-fp7p-a', 'price': '', 'subcategory': 'Point and Shoot Digital Cameras', 'key_features': ['16.1 MP', '4x Optical Image Stabilized Zoom', '3.5-inch Touch-Screen LCD'], 'sku': 'FP7P-A-BLUE', 'color': 'Blue'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
380,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'title': 'jvc marshmallow headphones blue', 'category': 'electronics - general', 'brand': 'jvc', 'modelno': 'hafx35an', 'price': 15.54, 'subcategory': 'headphones', 'key_features': ['comfortable design', 'clear sound', 'wireless connectivity'], 'sku': 'HA-F35-AN-BLU', 'color': 'blue'}""

Entity 2:""{'title': 'marshmallow headphone green', 'category': 'headsets', 'brand': 'jvc', 'modelno': 'hafx35gn', 'price': 12.48, 'subcategory': 'gaming headsets', 'key_features': ['7.1 surround sound', 'noise isolation', 'comfortable design'], 'sku': 'JVC-HAFX35GN-G', 'color': 'green'}""",,{'Output': 'mismatch'},  {'Output': 'mismatch'}
